"","x","y","numb"
"1",-86.375,-67.8125,2
"2",-86.125,-68.1875,1
"3",-86.125,-67.9375,1
"4",-86.125,-67.8125,5
"5",-86.125,-67.6875,1
"6",-85.875,-68.3125,1
"7",-85.875,-68.1875,2
"8",-85.875,-68.0625,4
"9",-85.875,-67.9375,6
"10",-85.875,-67.8125,4
"11",-85.875,-67.6875,2
"12",-85.875,-67.4375,2
"13",-85.875,-67.3125,4
"14",-85.625,-68.1875,4
"15",-85.625,-68.0625,6
"16",-85.625,-67.9375,5
"17",-85.625,-67.8125,4
"18",-85.625,-67.6875,5
"19",-85.625,-67.5625,2
"20",-85.625,-67.3125,1
"21",-85.625,-67.1875,1
"22",-85.375,-68.4375,2
"23",-85.375,-68.3125,10
"24",-85.375,-68.1875,4
"25",-85.375,-68.0625,13
"26",-85.375,-67.9375,2
"27",-85.375,-67.8125,3
"28",-85.375,-67.6875,5
"29",-85.375,-67.1875,1
"30",-85.125,-68.4375,4
"31",-85.125,-68.3125,5
"32",-85.125,-68.1875,16
"33",-85.125,-68.0625,11
"34",-85.125,-67.9375,6
"35",-85.125,-67.8125,9
"36",-85.125,-67.6875,4
"37",-84.875,-68.5625,2
"38",-84.875,-68.4375,4
"39",-84.875,-68.3125,14
"40",-84.875,-68.1875,10
"41",-84.875,-68.0625,21
"42",-84.875,-67.9375,14
"43",-84.875,-67.8125,8
"44",-84.875,-67.6875,3
"45",-84.875,-67.3125,1
"46",-84.625,-68.5625,2
"47",-84.625,-68.4375,7
"48",-84.625,-68.3125,14
"49",-84.625,-68.1875,8
"50",-84.625,-68.0625,18
"51",-84.625,-67.9375,11
"52",-84.625,-67.8125,13
"53",-84.625,-67.6875,5
"54",-84.625,-67.4375,1
"55",-84.375,-68.6875,3
"56",-84.375,-68.5625,4
"57",-84.375,-68.4375,10
"58",-84.375,-68.3125,21
"59",-84.375,-68.1875,59
"60",-84.375,-68.0625,35
"61",-84.375,-67.9375,1
"62",-84.375,-67.8125,13
"63",-84.375,-67.6875,8
"64",-84.375,-67.5625,2
"65",-84.375,-67.3125,2
"66",-84.125,-68.9375,1
"67",-84.125,-68.8125,1
"68",-84.125,-68.6875,1
"69",-84.125,-68.5625,6
"70",-84.125,-68.4375,1
"71",-84.125,-68.3125,21
"72",-84.125,-68.1875,39
"73",-84.125,-68.0625,63
"74",-84.125,-67.9375,7
"75",-84.125,-67.8125,8
"76",-84.125,-67.6875,10
"77",-84.125,-67.5625,3
"78",-84.125,-67.4375,1
"79",-84.125,-67.3125,2
"80",-83.875,-68.9375,1
"81",-83.875,-68.6875,1
"82",-83.875,-68.5625,7
"83",-83.875,-68.4375,5
"84",-83.875,-68.3125,13
"85",-83.875,-68.1875,69
"86",-83.875,-68.0625,94
"87",-83.875,-67.9375,61
"88",-83.875,-67.8125,20
"89",-83.875,-67.6875,11
"90",-83.875,-67.4375,4
"91",-83.875,-67.3125,4
"92",-83.875,-67.1875,1
"93",-83.875,-67.0625,1
"94",-83.625,-68.9375,1
"95",-83.625,-68.8125,1
"96",-83.625,-68.6875,2
"97",-83.625,-68.5625,6
"98",-83.625,-68.4375,4
"99",-83.625,-68.3125,17
"100",-83.625,-68.1875,38
"101",-83.625,-68.0625,96
"102",-83.625,-67.9375,82
"103",-83.625,-67.8125,57
"104",-83.625,-67.6875,15
"105",-83.625,-67.5625,8
"106",-83.625,-67.4375,2
"107",-83.625,-67.3125,1
"108",-83.625,-67.1875,3
"109",-83.625,-67.0625,2
"110",-83.375,-68.8125,2
"111",-83.375,-68.6875,6
"112",-83.375,-68.5625,2
"113",-83.375,-68.4375,4
"114",-83.375,-68.3125,20
"115",-83.375,-68.1875,27
"116",-83.375,-68.0625,57
"117",-83.375,-67.9375,48
"118",-83.375,-67.8125,90
"119",-83.375,-67.6875,50
"120",-83.375,-67.5625,10
"121",-83.375,-67.4375,11
"122",-83.375,-67.3125,5
"123",-83.375,-67.1875,2
"124",-83.375,-67.0625,1
"125",-83.125,-68.8125,5
"126",-83.125,-68.6875,4
"127",-83.125,-68.5625,6
"128",-83.125,-68.4375,5
"129",-83.125,-68.3125,20
"130",-83.125,-68.1875,27
"131",-83.125,-68.0625,86
"132",-83.125,-67.9375,77
"133",-83.125,-67.8125,120
"134",-83.125,-67.6875,80
"135",-83.125,-67.5625,31
"136",-83.125,-67.4375,14
"137",-83.125,-67.3125,11
"138",-83.125,-67.1875,5
"139",-83.125,-67.0625,1
"140",-82.875,-68.8125,3
"141",-82.875,-68.5625,8
"142",-82.875,-68.4375,3
"143",-82.875,-68.3125,15
"144",-82.875,-68.1875,39
"145",-82.875,-68.0625,75
"146",-82.875,-67.9375,89
"147",-82.875,-67.8125,151
"148",-82.875,-67.6875,143
"149",-82.875,-67.5625,87
"150",-82.875,-67.4375,22
"151",-82.875,-67.3125,7
"152",-82.875,-67.1875,6
"153",-82.875,-67.0625,1
"154",-82.625,-68.8125,3
"155",-82.625,-68.6875,2
"156",-82.625,-68.5625,6
"157",-82.625,-68.4375,6
"158",-82.625,-68.3125,15
"159",-82.625,-68.1875,32
"160",-82.625,-68.0625,102
"161",-82.625,-67.9375,213
"162",-82.625,-67.8125,234
"163",-82.625,-67.6875,212
"164",-82.625,-67.5625,129
"165",-82.625,-67.4375,59
"166",-82.625,-67.3125,17
"167",-82.625,-67.1875,10
"168",-82.625,-67.0625,4
"169",-82.375,-68.8125,1
"170",-82.375,-68.6875,4
"171",-82.375,-68.5625,6
"172",-82.375,-68.4375,5
"173",-82.375,-68.3125,12
"174",-82.375,-68.1875,31
"175",-82.375,-68.0625,127
"176",-82.375,-67.9375,166
"177",-82.375,-67.8125,170
"178",-82.375,-67.6875,166
"179",-82.375,-67.5625,171
"180",-82.375,-67.4375,86
"181",-82.375,-67.3125,49
"182",-82.375,-67.1875,14
"183",-82.375,-67.0625,2
"184",-82.125,-68.9375,1
"185",-82.125,-68.8125,6
"186",-82.125,-68.6875,14
"187",-82.125,-68.5625,12
"188",-82.125,-68.4375,17
"189",-82.125,-68.3125,19
"190",-82.125,-68.1875,49
"191",-82.125,-68.0625,122
"192",-82.125,-67.9375,152
"193",-82.125,-67.8125,160
"194",-82.125,-67.6875,148
"195",-82.125,-67.5625,214
"196",-82.125,-67.4375,146
"197",-82.125,-67.3125,115
"198",-82.125,-67.1875,47
"199",-82.125,-67.0625,16
"200",-82.125,-66.9375,4
"201",-81.875,-68.9375,1
"202",-81.875,-68.8125,20
"203",-81.875,-68.6875,24
"204",-81.875,-68.5625,14
"205",-81.875,-68.4375,17
"206",-81.875,-68.3125,24
"207",-81.875,-68.1875,58
"208",-81.875,-68.0625,132
"209",-81.875,-67.9375,139
"210",-81.875,-67.8125,169
"211",-81.875,-67.6875,166
"212",-81.875,-67.5625,177
"213",-81.875,-67.4375,264
"214",-81.875,-67.3125,222
"215",-81.875,-67.1875,126
"216",-81.875,-67.0625,44
"217",-81.875,-66.9375,11
"218",-81.875,-66.8125,1
"219",-81.625,-68.9375,3
"220",-81.625,-68.8125,28
"221",-81.625,-68.6875,35
"222",-81.625,-68.5625,44
"223",-81.625,-68.4375,33
"224",-81.625,-68.3125,19
"225",-81.625,-68.1875,53
"226",-81.625,-68.0625,137
"227",-81.625,-67.9375,144
"228",-81.625,-67.8125,158
"229",-81.625,-67.6875,163
"230",-81.625,-67.5625,184
"231",-81.625,-67.4375,370
"232",-81.625,-67.3125,324
"233",-81.625,-67.1875,179
"234",-81.625,-67.0625,100
"235",-81.625,-66.9375,52
"236",-81.625,-66.8125,11
"237",-81.625,-65.4375,1
"238",-81.625,-65.3125,1
"239",-81.375,-68.9375,12
"240",-81.375,-68.8125,31
"241",-81.375,-68.6875,26
"242",-81.375,-68.5625,53
"243",-81.375,-68.4375,35
"244",-81.375,-68.3125,47
"245",-81.375,-68.1875,90
"246",-81.375,-68.0625,131
"247",-81.375,-67.9375,140
"248",-81.375,-67.8125,150
"249",-81.375,-67.6875,139
"250",-81.375,-67.5625,199
"251",-81.375,-67.4375,201
"252",-81.375,-67.3125,261
"253",-81.375,-67.1875,276
"254",-81.375,-67.0625,173
"255",-81.375,-66.9375,93
"256",-81.375,-66.8125,35
"257",-81.375,-66.6875,9
"258",-81.375,-65.6875,1
"259",-81.375,-65.0625,1
"260",-81.125,-69.0625,1
"261",-81.125,-68.9375,13
"262",-81.125,-68.8125,34
"263",-81.125,-68.6875,45
"264",-81.125,-68.5625,43
"265",-81.125,-68.4375,44
"266",-81.125,-68.3125,30
"267",-81.125,-68.1875,98
"268",-81.125,-68.0625,127
"269",-81.125,-67.9375,145
"270",-81.125,-67.8125,164
"271",-81.125,-67.6875,151
"272",-81.125,-67.5625,209
"273",-81.125,-67.4375,200
"274",-81.125,-67.3125,250
"275",-81.125,-67.1875,375
"276",-81.125,-67.0625,393
"277",-81.125,-66.9375,146
"278",-81.125,-66.8125,84
"279",-81.125,-66.6875,30
"280",-81.125,-66.5625,2
"281",-81.125,-65.8125,1
"282",-81.125,-65.0625,1
"283",-80.875,-69.0625,1
"284",-80.875,-68.9375,14
"285",-80.875,-68.8125,38
"286",-80.875,-68.6875,61
"287",-80.875,-68.5625,53
"288",-80.875,-68.4375,82
"289",-80.875,-68.3125,50
"290",-80.875,-68.1875,100
"291",-80.875,-68.0625,120
"292",-80.875,-67.9375,136
"293",-80.875,-67.8125,153
"294",-80.875,-67.6875,159
"295",-80.875,-67.5625,197
"296",-80.875,-67.4375,196
"297",-80.875,-67.3125,256
"298",-80.875,-67.1875,344
"299",-80.875,-67.0625,376
"300",-80.875,-66.9375,210
"301",-80.875,-66.8125,126
"302",-80.875,-66.6875,56
"303",-80.875,-66.5625,8
"304",-80.875,-65.8125,1
"305",-80.875,-65.0625,1
"306",-80.625,-69.0625,4
"307",-80.625,-68.9375,17
"308",-80.625,-68.8125,23
"309",-80.625,-68.6875,37
"310",-80.625,-68.5625,45
"311",-80.625,-68.4375,105
"312",-80.625,-68.3125,70
"313",-80.625,-68.1875,86
"314",-80.625,-68.0625,90
"315",-80.625,-67.9375,153
"316",-80.625,-67.8125,143
"317",-80.625,-67.6875,161
"318",-80.625,-67.5625,209
"319",-80.625,-67.4375,177
"320",-80.625,-67.3125,256
"321",-80.625,-67.1875,279
"322",-80.625,-67.0625,410
"323",-80.625,-66.9375,247
"324",-80.625,-66.8125,144
