"","x","y","numb"
"1",-92.875,-71.9375,1
"2",-92.625,-71.9375,1
"3",-92.625,-71.8125,2
"4",-92.375,-71.9375,1
"5",-92.375,-71.8125,3
"6",-92.375,-71.6875,1
"7",-92.125,-72.3125,3
"8",-92.125,-72.1875,3
"9",-92.125,-72.0625,3
"10",-92.125,-71.9375,1
"11",-92.125,-71.8125,2
"12",-91.875,-72.3125,4
"13",-91.875,-72.1875,3
"14",-91.875,-72.0625,3
"15",-91.875,-71.9375,1
"16",-91.625,-72.3125,1
"17",-91.625,-72.1875,2
"18",-91.625,-72.0625,4
"19",-91.625,-71.9375,2
"20",-91.375,-72.3125,1
"21",-91.375,-72.1875,2
"22",-91.375,-71.9375,3
"23",-91.375,-71.8125,1
"24",-91.125,-72.3125,5
"25",-91.125,-72.1875,9
"26",-91.125,-72.0625,5
"27",-91.125,-71.9375,3
"28",-91.125,-71.8125,1
"29",-90.875,-72.3125,2
"30",-90.875,-72.1875,5
"31",-90.875,-72.0625,4
"32",-90.875,-71.9375,2
"33",-90.875,-71.8125,1
"34",-90.625,-72.4375,6
"35",-90.625,-72.3125,2
"36",-90.625,-72.1875,3
"37",-90.625,-72.0625,3
"38",-90.375,-72.3125,5
"39",-90.375,-72.1875,5
"40",-90.375,-72.0625,8
"41",-90.375,-71.9375,6
"42",-90.375,-71.5625,1
"43",-90.125,-72.1875,7
"44",-90.125,-72.0625,11
"45",-90.125,-71.9375,1
"46",-90.125,-71.6875,2
"47",-90.125,-71.5625,5
"48",-89.875,-72.3125,2
"49",-89.875,-72.1875,10
"50",-89.875,-72.0625,17
"51",-89.875,-71.9375,5
"52",-89.875,-71.6875,3
"53",-89.875,-71.5625,6
"54",-89.875,-71.3125,2
"55",-89.625,-72.3125,9
"56",-89.625,-72.1875,3
"57",-89.625,-72.0625,10
"58",-89.625,-71.9375,15
"59",-89.625,-71.8125,1
"60",-89.625,-71.6875,5
"61",-89.625,-71.5625,3
"62",-89.625,-71.3125,1
"63",-89.375,-72.3125,6
"64",-89.375,-72.1875,5
